R_fighter,B_fighter,Average_Odds_f1,Average_Odds_f2,date,title_bout,win_by,weight_class,red_fighters_elo,blue_fighters_elo,red_Fighter_Odds,blue_Fighter_Odds,Winner,R_Fight_Number,R_Stance,R_Height_cms,R_Reach_cms,R_age,R_WinLossRatio,R_RingRust,R_Winning_Streak,R_Losing_Streak,R_AVG_fight_time,R_total_title_bouts,R_Takedown_Defense,R_Takedown Accuracy,R_Strikes_Per_Minute,R_Striking Accuracy,R_Strikes_Absorbed_per_Minute,R_Striking Defense,R_knockdows_per_minute,R_Submission Attempts,R_Average_Num_Takedowns,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Power_Rating,red_skill,wrestling_red_skill,striking_red_skill,g_and_p_red_skill,jiujitsu_red_skill,grappling_red_skill,B_Fight_Number,B_Stance,B_Height_cms,B_Reach_cms,B_age,B_WinLossRatio,B_RingRust,B_Winning_Streak,B_Losing_Streak,B_AVG_fight_time,B_total_title_bouts,B_Takedown_Defense,B_Takedown Accuracy,B_Strikes_Per_Minute,B_Striking Accuracy,B_Strikes_Absorbed_per_Minute,B_Striking Defense,B_knockdows_per_minute,B_Submission Attempts,B_Average_Num_Takedowns,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Power_Rating,blue_skill,wrestling_blue_skill,striking_blue_skill,g_and_p_blue_skill,jiujitsu_blue_skill,grappling_blue_skill
Chad Laprise,Thibault Gouti,-278.0,290.0,2016-08-27,False,KO/TKO,Lightweight,1234.049222496188,1131.9676999522674,0.7354497354497355,0.2564102564102564,Red,6.0,Orthodox,177.8,180.34,30.0,0.6,77.50612878992214,0.0,2.0,12.486,1.0,0.861111111111111,0.5238095238095238,8.159176954732512,0.43063580672504614,4.172510288065844,0.6316330547688049,0.0,0.0,0.8,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,28.267327450828194,23.491893691225478,31.22534176890852,20.8305815896266,23.01255042438286,26.06405027639244,3.0,Orthodox,177.8,182.88,29.0,0.0,56.58032638058333,0.0,2.0,6.26,0.0,0.8125,1.0,1.1807817589576548,0.21014492753623187,14.291530944625407,0.3666169895678092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.65583855623979,19.699080580379622,18.67704130694244,19.002872810284977,19.467732636169416,18.594330354061217
Shane Campbell,Felipe Silva,-137.0,150.0,2016-08-27,False,KO/TKO,Lightweight,1146.4236510701742,,0.5780590717299579,0.4,Blue,5.0,Orthodox,182.88,180.34,29.0,0.25,65.58963332722634,0.0,2.0,10.6375,0.0,0.8035714285714286,0.26666666666666666,4.395110733101022,0.5818302951904144,4.1802279621035705,0.5492461849604706,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,24.17866411412649,28.8916927492789,29.98916778298175,28.038396715972354,18.25499718565651,28.193207265293562,1.0,Orthodox,182.88,195.58,32.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Demian Maia,Carlos Condit,118.0,-117.0,2016-08-27,False,Submission,Welterweight,1483.3728056799725,1277.4403213086393,0.45871559633027525,0.5391705069124424,Red,21.0,Southpaw,185.42,182.88,38.0,0.75,85.32818994916039,4.0,0.0,11.199000000000002,1.0,0.5401785714285714,0.4157527457063061,3.2226848026318655,0.5418234645258017,2.368257117855567,0.5108529141834133,0.003333333333333333,2.2212022334159904,5.867438398566442,0.0,0.0,0.38095238095238093,0.047619047619047616,0.38095238095238093,0.0,0.027549435966045088,36.08990553914637,31.475481144083915,33.657176118995395,34.25622471083889,39.34101420792053,33.09916821339554,12.0,Orthodox,187.96,190.5,32.0,0.5454545454545454,116.86702492641591,0.0,1.0,14.489999999999998,2.0,0.2302083333333333,0.47916666666666663,7.534574253613522,0.3786791643108117,2.406143408064872,0.5881510085403279,0.07510354554959969,1.2624829601573788,0.6363636363636364,0.0,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.0,0.08333333333333333,0.09921968692889825,35.001786950286004,21.432352538365052,35.029966233147675,27.30866974538774,33.008119856393144,29.605131530472804
Sam Alvey,Kevin Casey,-235.0,315.0,2016-08-27,False,KO/TKO,Middleweight,1252.247500659158,1177.2199188487357,0.7014925373134329,0.24096385542168675,Red,8.0,Southpaw,187.96,190.5,30.0,0.5714285714285714,96.69502868001318,1.0,0.0,5.801428571428572,0.0,0.8666666666666666,1.0,4.641034990761741,0.5593902774965899,4.738351280944336,0.5240413080338093,0.33431678916220037,0.8818342151675483,0.0,0.0,0.0,0.0,0.375,0.125,0.0,0.30357142857142855,29.341924381840965,27.83003513184124,29.427652494384898,25.0,20.81023840558623,28.88450930637863,6.0,Southpaw,180.34,195.58,35.0,0.4,307.1792093659118,1.0,0.0,10.13,0.0,0.8571428571428571,0.16666666666666666,2.8831911824073755,0.4300963616298043,4.750144527425958,0.54334185213445,0.0,0.8368200836820083,0.6,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,24.971818736237942,29.3504374173943,22.43096403051632,29.623240508646465,29.213714140687685,29.61376602962402
Anthony Pettis,Charles Oliveira,-141.0,197.0,2016-08-27,False,Submission,Featherweight,1287.2858095003382,1361.8176603815607,0.5850622406639004,0.3367003367003367,Red,10.0,Orthodox,177.8,182.88,29.0,0.5555555555555556,139.07747640953386,0.0,3.0,11.055555555555555,3.0,0.5958333333333333,0.41666666666666663,7.323709436145105,0.45638042796567263,2.4442097806664123,0.6156553992428545,0.13910868843170585,0.7442723218264674,0.6666666666666666,0.0,0.1,0.0,0.2,0.2,0.0,0.06950323339212226,34.96442530722201,28.1081231196464,31.107569410095465,21.64905356572008,27.471771702956495,29.051981571083083,16.0,Orthodox,177.8,187.96,26.0,0.6333333333333333,77.86901394863898,1.0,0.0,6.816666666666666,0.0,0.484920634920635,0.46306689342403623,4.137432762910389,0.5122738489303268,3.274884526498415,0.6076495457394933,0.016294071849627403,8.106614981165883,2.683440721002582,0.0,0.0,0.0625,0.0,0.5,0.0,0.0031922043010752686,33.60295618185198,28.4868075286823,31.389621205079692,30.875570158814586,38.64209352199176,32.18784356629601
Garreth McLellan,Alessio Di Chirico,279.0,-275.0,2016-08-27,False,Decision - Split,Middleweight,1174.8433679564002,1163.75,0.2638522427440633,0.7333333333333333,Blue,4.0,Southpaw,185.42,182.88,33.0,0.3333333333333333,93.17009534537713,0.0,1.0,11.683333333333332,0.0,0.29545454545454547,0.2,3.237800063362615,0.5706690969848864,2.3737175548717744,0.39257126521277463,0.0,1.00960219478738,0.6858710562414266,0.0,0.0,0.0,0.25,0.0,0.0,0.027777777777777776,23.13427780863635,18.04281876924262,21.112044292656748,29.39583201999916,18.04281876924262,23.181844038328958,2.0,Orthodox,182.88,187.96,26.0,0.0,98.2878425849301,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,20.604167980000835,29.39583201999916,29.39583201999916,25.0,20.604167980000835,25.000000000000004
Ryan Bader,Ilir Latifi,-155.0,175.0,2016-09-03,False,KO/TKO,Light Heavyweight,1300.7027170752403,1300.1828530015057,0.6078431372549019,0.36363636363636365,Red,14.0,Orthodox,187.96,187.96,33.0,0.6153846153846154,123.53806638503715,0.0,1.0,7.672307692307692,1.0,0.84375,0.44047619047619047,6.02483444417415,0.3468124974030174,2.547648955002878,0.6615672344364629,0.2651345987972664,2.914027149321267,1.0,0.0,0.07142857142857142,0.5714285714285714,0.21428571428571427,0.07142857142857142,0.0,0.29358398012244163,32.904746830707545,33.46275027130441,31.205702364920075,29.277608999463943,28.599902666858316,31.551311601018817,8.0,Orthodox,177.8,185.42,33.0,0.7142857142857143,115.71856253119338,3.0,0.0,5.361428571428571,0.0,1.0,0.6458333333333333,6.863534619498139,0.4315226902284549,3.2117669228762864,0.5064425770308123,0.7312925170068026,1.4191106906338695,2.3161806041161066,0.0,0.0,0.125,0.375,0.125,0.0,0.3408163265306122,30.723871609074145,32.722761112204836,30.23033015860953,20.604167980000835,31.697695221834902,29.044553562471727
Peter Sobotta,Nicolas Dalby,174.0,-181.0,2016-09-03,False,Decision - Unanimous,Welterweight,1115.6255669293455,1169.2857558681358,0.36496350364963503,0.6441281138790036,Red,6.0,Southpaw,182.88,190.5,29.0,0.2,456.5034136418551,0.0,1.0,12.402,0.0,0.9,0.26309523809523805,2.439004975124378,0.3586434988206744,4.888557213930349,0.5717027754687054,0.0,0.4,1.2,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,18.41790394103823,20.471467829661325,19.001721255136886,21.19098330447993,24.58159132113563,18.743595891851722,3.0,Orthodox,180.34,187.96,31.0,0.25,91.65696918401787,0.0,1.0,15.0,0.0,0.8333333333333333,0.25,10.666666666666668,0.4370588235294118,3.5,0.5443757192174914,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,24.462236405179926,25.46524663689626,27.542018265141408,30.997127189715027,24.421762932287024,26.10871985614027
Ashlee Evans-Smith,Veronica Macedo,-217.0,230.0,2016-09-03,False,KO/TKO,Women's Bantamweight,1180.6701001787305,,0.6845425867507886,0.30303030303030304,Red,3.0,Orthodox,172.72,170.18,29.0,0.5,221.50921726495568,1.0,0.0,9.795,0.0,0.25,0.5,3.031590413943355,0.47285798122065725,2.3113289760348583,0.5607142857142857,0.0,0.0,2.1339869281045756,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,26.11492292261415,25.388242098251116,29.0437911144172,25.0,18.28553744822638,18.22478723153949,1.0,Southpaw,162.56,162.56,20.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Andrei Arlovski,Josh Barnett,120.0,-127.0,2016-09-03,False,Submission,Heavyweight,1259.8441480892545,1211.421881185526,0.45454545454545453,0.5594713656387665,Blue,7.0,Orthodox,190.5,195.58,37.0,0.6666666666666666,73.97296803562772,0.0,2.0,7.276666666666666,5.0,0.5333333333333333,,6.793545486262572,0.46788834288834286,5.574417194305149,0.47354619065145376,0.10214295928581642,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,1.2857142857142858,0.2857142857142857,0.0,0.57569534223946,34.30017494632477,26.561735922885834,30.05058611773801,18.456296359423334,19.288400833799994,27.56227377153831,5.0,Orthodox,190.5,198.12,38.0,0.5,245.62919207618626,0.0,1.0,9.01,1.0,0.8666666666666667,0.3333333333333333,9.971383647798742,0.656349311226416,6.074147314949202,0.4737474696356275,0.16025641025641024,0.0,0.0,0.0,0.0,0.2,0.8,0.2,0.0,0.2738822821014602,29.071932636296694,18.52840223043728,28.953062226153534,25.0,16.996051184088618,24.932847417032647
Alexander Gustafsson,Jan Blachowicz,-500.0,530.0,2016-09-03,False,Decision - Unanimous,Light Heavyweight,1339.6692794700114,1201.9607689447191,0.8333333333333334,0.15873015873015872,Red,13.0,Orthodox,195.58,200.66,29.0,0.6666666666666666,93.89519525677386,0.0,2.0,9.62,1.0,0.865719696969697,0.4927248677248677,10.111756287113842,0.38599189057480365,4.732548985195588,0.43856423952747337,0.28598698049921983,1.091552968170742,1.5157206686693103,0.0,0.0,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.0,0.1329885935149093,34.79961780133174,36.28073518981119,36.116062773277086,29.195798092591374,31.67659772016995,32.03077161212457,5.0,Orthodox,187.96,198.12,33.0,0.5,83.91960438419619,1.0,0.0,11.645,0.0,0.75,0.75,5.140295358649789,0.5426833736273506,3.0164556962025317,0.5318036529680364,0.0,0.25,1.25,0.0,0.0,0.2,0.2,0.0,0.0,0.020732838589981446,26.965109316520994,24.940452148761597,28.43862095234909,27.219851290258653,23.076770747448627,25.841018935149712
Nick Hein,Tae Hyun Bang,-278.0,284.0,2016-09-03,False,Decision - Unanimous,Lightweight,1266.1662115753445,1178.9245079738062,0.7354497354497355,0.2604166666666667,Red,5.0,Southpaw,167.64,167.64,32.0,0.75,127.98710872584005,2.0,0.0,15.0,0.0,0.9166666666666666,0.2222222222222222,6.133333333333333,0.4023984593837535,2.65,0.6454222291980944,0.03333333333333333,0.0,0.75,0.0,0.0,0.6,0.0,0.0,0.0,0.02,29.860772428612023,29.4703964187199,23.58317089639761,25.0,33.69252787908155,32.06157111370062,5.0,Switch,175.26,180.34,33.0,0.5,128.73150352574928,1.0,0.0,11.392499999999998,0.0,0.5304232804232805,0.5,5.345383996482332,0.3900126059481185,2.5832516286365608,0.6354985392805192,0.058298640022203724,0.5,1.303370786516854,0.0,0.2,0.0,0.2,0.0,0.0,0.04479847494553377,23.81274702739178,24.053859629999575,24.652424867950586,29.39583201999916,18.130023185140423,19.839855130599442
Taylor Lapilus,Leandro Issa,-150.0,143.0,2016-09-03,False,Decision - Unanimous,Bantamweight,1203.136337627094,1167.409800706836,0.6,0.411522633744856,Red,3.0,Southpaw,167.64,185.42,24.0,0.5,150.83876601634387,0.0,1.0,15.0,0.0,0.7,0.3333333333333333,5.433333333333334,0.40792540792540793,2.2666666666666666,0.5745772946859903,0.03333333333333333,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.05,24.979869824927164,25.567804195017573,26.010188201143578,22.837379266718248,24.393527943721992,24.86028031708465,4.0,Orthodox,170.18,175.26,32.0,0.3333333333333333,190.51574738062993,0.0,1.0,12.693333333333333,0.0,1.0,0.18333333333333335,3.5419580444205336,0.36802961671067186,3.487809050057377,0.5718016683558119,0.0,1.6333112002788919,2.117376045232852,0.0,0.0,0.0,0.0,0.5,0.0,0.0,22.523034473199175,17.59299139557201,22.48831110800519,19.872520154010125,29.392062061208772,20.965824172426977
Jarjis Danho,Christian Colombo,-125.0,120.0,2016-09-03,False,Decision - Majority,Heavyweight,1186.0568359341003,,0.5555555555555556,0.45454545454545453,Draw,2.0,Orthodox,190.5,187.96,32.0,0.0,133.64318164425748,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,18.808009738607844,29.271407955860983,18.770605155412042,25.0,25.0,29.283312412013363,1.0,Orthodox,195.58,203.2,36.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Scott Askham,Jack Hermansson,100.0,-109.0,2016-09-03,False,Decision - Unanimous,Middleweight,1192.7060555765413,,0.5,0.5215311004784688,Blue,4.0,Southpaw,190.5,190.5,28.0,0.3333333333333333,160.54282917651602,1.0,0.0,11.483333333333334,0.0,0.5277777777777778,0.16666666666666666,3.0963795255930084,0.6432217994992359,1.8049937578027464,0.44909726266744326,0.09712858926342072,0.3333333333333333,1.1235955056179774,0.0,0.0,0.0,0.5,0.0,0.0,0.11832611832611832,23.208444521934176,21.823286354161482,27.334074876158724,20.604167980000835,22.635874612664495,21.977636619492365,1.0,Orthodox,185.42,195.58,28.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Rustam Khabilov,Leandro Silva,-400.0,430.0,2016-09-03,False,Decision - Unanimous,Lightweight,1330.109262232791,1227.0833705781863,0.8,0.18867924528301888,Red,8.0,Orthodox,172.72,185.42,29.0,0.7142857142857143,115.41942149024511,2.0,0.0,11.518571428571429,0.0,0.6805555555555555,0.4952380952380952,4.145898936325067,0.3875163070406114,1.3523403079224179,0.7164017126082326,0.009523809523809523,0.14285714285714285,8.702649300329277,0.0,0.0,0.375,0.125,0.0,0.125,0.0796067821067821,35.085771520128745,33.188569596278505,32.88664642072882,34.95631492041526,33.09086784448006,30.017227629789918,8.0,Orthodox,175.26,182.88,30.0,0.5,141.71141450144373,0.0,1.0,12.37142857142857,0.0,0.5843253968253969,0.5069444444444444,3.1577138852630076,0.5281264588655136,2.1024107937021337,0.5927798392084106,0.0,0.9468400928738925,2.3773290669870275,0.0,0.0,0.25,0.0,0.125,0.0,0.0,26.47742640822318,29.51948849150616,27.851321027233027,16.691286489279516,31.843849515318972,32.647718242662975
Fabricio Werdum,Travis Browne,-259.0,237.0,2016-09-10,False,Decision - Unanimous,Heavyweight,1377.9680111408832,1312.2664897547593,0.7214484679665738,0.29673590504451036,Red,10.0,Orthodox,193.04,195.58,39.0,0.7777777777777778,357.8370361553489,0.0,1.0,8.788888888888888,2.0,0.3625,0.16666666666666666,9.819851280371928,0.5920339004166685,3.711669005403139,0.5237204999967074,0.06401645256347349,0.13740038472107724,1.028309475630168,0.0,0.0,0.2,0.4,0.2,0.0,0.11581723641840942,37.85509797589444,27.673326907925365,35.66563353791946,31.63037876392868,31.441021323639678,29.245370502621988,15.0,Orthodox,198.12,200.66,34.0,0.6785714285714286,65.7947747237756,0.0,1.0,7.339285714285714,0.0,0.9,0.7291666666666666,5.61343241943123,0.48407238201805264,4.290378384193737,0.45276380997946547,0.13196762811754792,0.7158886116309697,1.4758825953062669,0.0,0.0,0.06666666666666667,0.4666666666666667,0.06666666666666667,0.0,0.2854908789672169,33.314913072070404,33.27552568535836,31.091696073660643,33.28519727435045,29.533108036676943,30.729730284678883
Urijah Faber,Jimmie Rivera,153.0,-145.0,2016-09-10,False,Decision - Unanimous,Bantamweight,1319.6870651762415,1287.3539601676157,0.3952569169960474,0.5918367346938775,Blue,14.0,Orthodox,167.64,170.18,37.0,0.6153846153846154,75.4280094884163,0.0,1.0,14.44923076923077,3.0,0.6255886970172685,0.27380536130536126,5.456278250445488,0.45707251759243167,2.7655980344135935,0.6587700761314206,0.03375944930884572,1.066912097264678,1.4987673990347283,0.0,0.0,0.21428571428571427,0.0,0.42857142857142855,0.0,0.008837855026602757,34.998246828505685,24.27114329192784,32.698996102285044,37.19221599117311,32.35303243333859,29.310652476240573,4.0,Orthodox,162.56,172.72,27.0,1.0,92.51306214079538,3.0,0.0,10.43,0.0,1.0,0.5,7.009302325581395,0.46958306450858833,4.703359173126615,0.5743800149196704,0.25839793281653745,0.0,1.0,0.0,0.25,0.25,0.25,0.0,0.0,0.033101851851851855,35.86689916193353,31.83119691696708,32.98667094854356,25.0,25.0,29.431050083677988
Stipe Miocic,Alistair Overeem,-115.0,128.0,2016-09-10,True,KO/TKO,Heavyweight,1410.8455916170585,1349.0165558263332,0.5348837209302325,0.43859649122807015,Red,10.0,Orthodox,193.04,203.2,34.0,0.7777777777777778,97.44565436978479,3.0,0.0,11.592222222222222,0.0,0.6666666666666667,0.47255291005291,13.017705574194874,0.5529060813395604,4.975329298951236,0.6266946617904247,0.5682058898433167,0.0,1.3744495929212808,0.0,0.0,0.3,0.6,0.0,0.0,0.14245362391348512,38.10964030624106,31.25479782715454,36.58729335546791,34.045373646179705,31.61770718323323,28.33256022130113,10.0,Orthodox,193.04,203.2,36.0,0.6666666666666666,110.96465903861264,4.0,0.0,7.606666666666667,0.0,0.9166666666666666,0.4375,7.079415783683318,0.7611505987251155,2.5625034602373535,0.587641453643869,0.1409759836356609,0.0,0.8384840317092341,0.0,0.0,0.2,0.4,0.0,0.0,0.06515698396824712,34.96306783186464,30.4086715796474,32.94586738656973,36.5597114671203,27.83459346927716,31.629457924110717
Brad Tavares,Caio Magalhaes,-189.0,190.0,2016-09-10,False,Decision - Split,Middleweight,1247.66461135697,1265.6013269806242,0.6539792387543253,0.3448275862068966,Red,12.0,Orthodox,185.42,187.96,28.0,0.6363636363636364,129.3975258533551,0.0,1.0,12.074545454545454,0.0,0.71875,0.3395061728395061,6.183136800962984,0.4228193447435775,4.465861677775436,0.4716788249553226,0.021645021645021644,0.0,1.2727272727272727,0.0,0.08333333333333333,0.5,0.08333333333333333,0.0,0.0,0.0727450424502583,30.192743479340745,29.112617959797078,25.347831247701286,27.94449859619351,22.32351257396377,28.388494014729854,7.0,Orthodox,185.42,185.42,28.0,0.6666666666666666,142.42592059433164,0.0,1.0,6.793333333333334,0.0,0.7222222222222222,0.2111111111111111,18.99709924952614,0.4913127114214071,4.395062211764051,0.5557842312776523,0.9164222873900294,1.668891855807744,0.6671117044948821,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.1585648148148148,30.75348899640057,19.717973334754483,25.738064716554877,19.26814857312528,19.687995013303567,22.83473099126083
Drew Dober,Jason Gonzalez,-147.0,147.0,2016-09-10,False,KO/TKO,Lightweight,1173.7146138960472,,0.5951417004048583,0.4048582995951417,Red,7.0,Southpaw,172.72,177.8,27.0,0.4166666666666667,87.30979326513149,1.0,0.0,9.084999999999999,0.0,0.7533333333333333,0.11904761904761905,2.6626378586286745,0.2978419012319089,3.4509670273122524,0.4438937773176903,0.0,1.644736842105263,0.8333333333333334,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,24.422786985239863,27.438505342729492,23.23165743552233,20.604167980000835,24.294052071965087,24.59848388244692,1.0,Southpaw,187.96,187.96,26.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Jessica Andrade,Joanne Calderwood,-127.0,118.0,2016-09-10,False,Submission,Women's Strawweight,1220.8730333942538,1244.4529235850875,0.5594713656387665,0.45871559633027525,Red,8.0,Orthodox,154.94,157.48,24.0,0.5714285714285714,113.872030304699,1.0,0.0,10.321428571428571,0.0,0.5347222222222222,0.6849999999999999,8.200856787382724,0.5472463970058691,4.302131570937819,0.5644736684717261,0.09276437847866419,0.4737219599230352,2.1447628188553347,0.0,0.125,0.25,0.125,0.125,0.0,0.023809523809523808,26.655322714133735,29.156298914766083,27.293219769810776,22.325668912835937,24.102708981979877,25.786300450823333,4.0,Orthodox,167.64,165.1,30.0,0.6666666666666666,144.30869689661813,2.0,0.0,9.58,0.0,1.0,0.75,12.346414928408498,0.5513583638583639,6.487212465990601,0.4819980743893788,0.07581279028224365,0.0,2.2057877813504825,0.0,0.0,0.5,0.25,0.0,0.0,0.009500805152979066,30.30163083453028,33.830302712898344,30.56125862124656,31.95718123075737,30.16928534638711,29.35062520224859
Nik Lentz,Michael McBride,-455.0,444.0,2016-09-10,False,KO/TKO,Lightweight,1289.9623679145757,,0.8198198198198198,0.18382352941176472,Red,16.0,Orthodox,172.72,172.72,32.0,0.6666666666666666,119.78898112931756,1.0,0.0,12.884666666666668,0.0,0.5306846999154692,0.37353531156052167,4.628896432664549,0.5228003718200982,3.081588556445049,0.4784202531303332,0.0044444444444444444,1.4804314118039608,4.514909112010561,0.0,0.125,0.375,0.0625,0.0625,0.0,0.008963491336372692,30.761868140740038,25.766178063548452,27.266313738615157,26.999060233354516,31.286654553876392,30.20332786060401,1.0,Orthodox,185.42,190.5,30.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Yancy Medeiros,Sean Spencer,-127.0,135.0,2016-09-10,False,Submission,Welterweight,1215.8777618551298,1169.7561707362004,0.5594713656387665,0.425531914893617,Red,9.0,Orthodox,177.8,190.5,29.0,0.4375,60.32090111322203,0.0,1.0,6.407500000000001,0.0,0.7,0.75,5.0075919460252125,0.36277407253094274,5.474109281805767,0.5407396516959186,0.09587807310919438,1.002456280309869,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.014013480392156863,28.637815882552825,20.24529901656291,29.09050560308019,21.191936058204067,22.860800879734363,25.993184488438477,8.0,Orthodox,177.8,190.5,29.0,0.42857142857142855,114.9172839169859,0.0,2.0,14.482857142857142,0.0,0.6971243042671614,0.625,6.775912576164236,0.3169505857789307,4.134190381146601,0.5875140224761889,0.02907268170426065,0.0,0.14285714285714285,0.0,0.125,0.25,0.0,0.0,0.0,0.007871969300540729,25.45197804306753,26.889448734315426,25.99601749595505,24.70144061522251,22.266740241335068,26.80178560865077
Jessica Eye,Bethe Correia,-122.0,120.0,2016-09-10,False,Decision - Split,Women's Bantamweight,1107.0364080013892,1242.1505958171813,0.5495495495495496,0.45454545454545453,Blue,7.0,Orthodox,167.64,167.64,30.0,0.25,102.76672613253767,0.0,3.0,13.549999999999999,0.0,0.6366666666666666,1.0,7.471957671957672,0.4217818757292442,3.562962962962962,0.5719891207422001,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,21.60881976130567,19.580725225826725,24.91403108865528,15.856731209774244,16.619874366106245,19.602054843977356,6.0,Orthodox,165.1,162.56,33.0,0.6,116.32956058829873,0.0,2.0,10.38,1.0,0.8958333333333334,0.125,12.794361549497847,0.5458221998700403,13.860373027259683,0.5713906120760959,0.0,0.0,0.2,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.02525252525252525,28.295862984255894,29.498398595120378,29.76503335547421,25.0,26.482153989505928,31.2915787231503
