Fighter_one,Fighter_two,Opening_Odds_f1,Closing_Odds_f1,Average_Odds_f1,Opening_Odds_f2,Closing_Odds_f2,Average_Odds_f2,Event,Date,duplicates
Nazareno Malegarie,Andre Harrison,+240,+450,+794,-320,-1543,-833,PFL 4: Palmer vs. Tuerxun,Jul 19th 2018,+-334789AHMNaaaaadeeeegiilnnnoorrrrrsz
Nazareno Malegarie,Joaquim Silva,-145,-160,-119,+105,+100,+125,UFC 191: Johnson vs. Dodson II,Sep 5th 2015,+-111259JMNSaaaaaaeeegiiillmnooqrruvz
Nazareno Malegarie,Rad Martinez,-115,-105,+136,-115,-155,-125,Bellator Fighting Championship 76,Oct 12th 2012,+-112356MMNRaaaaaadeeeegiilnnorrrtzz
Nazareno Malegarie,Marlon Sandro,+210,+175,+210,-270,-270,-220,Bellator Fighting Championship 47,Jul 23rd 2011,+-001222MMNSaaaaaadeeegillnnnooorrrrz
Nazareno Malegarie,Jacob Devree,-575,-575,-337,+300,+295,+328,Bellator Fighting Championship 46,Jun 25th 2011,+-233378DJMNaaaaabceeeeeegilnoorrrvz
Nazareno Malegarie,Daniel Straus,-245,-165,-135,+195,+105,+135,Bellator Fighting Championship 37,Mar 19th 2011,+-113355DMNSaaaaaaeeeegiillnnorrrstuz
Carl Barton,Kepa Madeiros,NaN,NaN,NaN,NaN,NaN,NaN,EliteXC: Return Of The King,Jun 14th 2008,BCKMNNNNaaaaaadeeilnooprrrst
Mike Mangan,Pete Rogers,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 153: Koreshkov vs. Henderson,Apr 22nd 2016,MMNNNNPRaaaaeeeeggiknnorst
Melvin Manhoef,Yannick Bahati,-260,-227,-193,+180,+160,+180,Bellator Europe 5: Manhoef vs. Bahati,Oct 12th 2019,+-011389BMMYaaaaceefhhiiiklnnnnotv
Melvin Manhoef,Kent Kauppinen,-105,-130,-105,-125,-125,+104,Bellator 223: Mousasi vs. Lovato Jr.,Jun 22nd 2019,+-001145KKMMaaeeeefhiilnnnnnopptuv
Melvin Manhoef,Alexander Shlemenko,+140,+153,+160,-180,-205,-165,Bellator 133: Manhoef vs. Shlemenko,Feb 13th 2015,+-011566AMMSaadeeeeeefhhiklllmnnnnoorvx
Melvin Manhoef,Joe Schilling,-165,-170,-140,+125,+110,+155,Bellator 131: Tito vs. Bonnar,Nov 15th 2014,+-011455JMMSaceeefghhiiilllnnnoov
Melvin Manhoef,Doug Marshall,-265,-262,-189,+185,+165,+180,Bellator 125: Marshall vs. Manhoef,Sep 19th 2014,+-011889DMMMaaaeefghhilllnnoorsuv
Melvin Manhoef,Mamed Khalidov,+425,+340,+393,-675,-588,-527,KSW 23: Khalidov vs. Manhoef,Jun 8th 2013,+-233579KMMMaaaddeeefhhiillmnnoovv
Melvin Manhoef,Tatsuya Mizuno,-650,-650,-580,+400,+400,+500,DREAM 15,Jul 10th 2010,+-000558MMMTaaaeefhiilnnnoostuuvyz
Melvin Manhoef,Kazuo Misaki,+135,+115,+145,-165,-175,-145,FieLDS: Dynamite!! 2009,Dec 31st 2009,+-114455KMMMaaaeefhiiiklnnoosuvz
Melvin Manhoef,Gegard Mousasi,+125,+163,+200,-155,-260,-200,DREAM 6,Sep 23rd 2008,+-000022GMMMaaadeeefghiilnnoorssuv
Melvin Manhoef,Kazushi Sakuraba,+155,-125,-111,-195,-115,+101,DREAM 4,Jun 15th 2008,+-011111KMMSaaaaabeefhhiiklnnorsuuvz
Melvin Manhoef,Kim Dae Won,-355,-465,-411,+285,+300,+371,DREAM 3,May 11th 2008,+-111347DKMMWaaeeefhiilmnnnoov
Melvin Manhoef,Fabio Silva,-255,-260,-255,+205,+200,+205,K-1 Heros: Tournament Final,Sep 16th 2007,+-022555FMMSaaabeefhiiillnnoovv
Jon Manley,Thiago Oliveira,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 231: Mir vs. Nelson 2,Oct 25th 2019,JMNNNNOTaaaaaeeghiiillnnoorvy
Jon Manley,Thiago Rela,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 225: Mitrione vs. Kharitonov 2,Aug 24th 2019,JMNNNNRTaaaaaeeghillnnooy
Jon Manley,Jeremiah Wells,+115,-110,+112,-155,-152,-116,CES MMA 50: Paiva vs. Ewell,Jun 15th 2018,+-111126JJMWaaeeeehilllmnnorsy
Jon Manley,Emmanuel Walo,-110,+135,+141,-130,-175,-169,CES MMA 44: Bessette vs. Trujillo,May 12th 2017,+-111469EJMWaaaeelllmmnnnoouy
Jon Manley,Matt Macgrath,NaN,NaN,NaN,NaN,NaN,NaN,CES MMA 29: O'Neil vs. Steele,Jun 12th 2015,JMMMNNNNaaaaaaceghlnnorttty
Nicholas Mann,Gregor Gracie,-125,-155,+105,-115,-135,+125,One FC 5: Pride Of A Nation,Aug 31st 2012,++011255GGMNaaacceeghiilnnoorrrs
Chris Manuel,Kenji Osawa,+115,-115,+100,-145,-125,-108,WEC 33,Mar 26th 2008,+-000118CKMOaaaeehiijlnnrssuw
Jimi Manuwa,Aleksandar Rakic,+205,+175,+222,-285,-280,-227,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019,+-222227AJMRaaaaacdeiiikklmnnrsuw
Jimi Manuwa,Thiago Santos,+145,+152,+170,-185,-210,-181,UFC 231: Holloway vs. Ortega,Dec 8th 2018,+-011178JMSTaaaaghiiimnnoostuw
Jimi Manuwa,Volkan Oezdemir,-190,-225,-172,+150,+140,+180,UFC 214: Cormier vs. Jones 2,Jul 29th 2017,+-011278JMOVaaadeeiiiklmmnnoruwz
Jimi Manuwa,Ovince St. Preux,+177,+125,+145,-220,-185,-142,UFC 204: Bisping vs. Henderson 2,Oct 8th 2016,+-112445JMOPSaaceeiiimnnrtuuvwx
Jimi Manuwa,Antony Rea,-900,-850,-755,+500,+450,+545,BAMMA 8: Manuwa vs. Rea,Dec 10th 2011,+-455557AJMRaaaeiimnnnotuwy
Cristiano Marcello,Joe Proctor,+140,+190,+230,-180,-286,-235,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014,+-022335CJMPaacceeiillnooooorrrrstt
Cristiano Marcello,Kazuki Tokudome,+111,-120,+110,-139,-140,-110,UFC on Fuel TV 8: Silva vs. Stann,Mar 2nd 2013,+-001111CKMTaaacdeeiiikkllmnoooorrstuuz
Cristiano Marcello,Sam Sicilia,-115,+160,+180,-115,-210,-192,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012,+-011289CMSSaaaacceiiiiilllmnoorrst
Cristiano Marcello,Hector Munoz,-220,-250,-210,+180,+170,+190,Art Of War 3: USA vs Brazil,Sep 1st 2007,+-001129CHMMaacceeiillnnoooorrrsttuz
Maria Casanova,Sinead Kavanagh,+325,+375,+484,-475,-714,-510,Bellator 187: McKee vs. Moore,Nov 10th 2017,+-014458CKMSaaaaaaaaadeghiinnnorsvv
Marcos Mariano,Claudio Puelles,+165,+240,+336,-215,-425,-303,UFC on ESPN+ 17: Rodriguez vs. Stephens,Sep 21st 2019,+-033336CMMPaaaacdeeiilllnooorrssuu
Enrique Marin,Sage Northcutt,+220,+280,+405,-300,-525,-395,UFC 200: Tate vs. Nunes,Jul 9th 2016,+-034559EMNSaaceeghiinnoqrrrtttuu
Enrique Marin,Erick Montano,-210,-240,-200,+160,+160,+196,UFC Fight Night 78: Magny vs. Gastelum,Nov 21st 2015,+-001269EEMMaaceiiiknnnnooqrrrtu
Ronny Markes,Matt Mitrione,+145,+105,+123,-185,-150,-136,Bellator 241: Pitbull vs. Carvalho,Mar 13th 2020,+-112336MMMRaaeeiiknnnoorrsttty
Ronny Markes,Sigi Pesaleli,-420,-315,-240,+300,+187,+230,PFL 2019: Week 3,Jun 6th 2019,+-002234MPRSaaeeegiiikllnnorssy
Ronny Markes,Sean O'Connell,-250,-345,-275,+210,+225,+250,PFL 2: Firmino vs. Brooks,Jun 21st 2018,'+-022557CMORSaaeeekllnnnnnoorsy
Ronny Markes,Smealinho Rama,+110,+125,+185,-150,-225,-175,PFL: Daytona,Jun 30th 2017,+-115578MRRSaaaaeehiklmmnnnoorsy
Ronny Markes,Cully Butterfield,-600,-1200,-729,+400,+475,+700,WSOF 12: Palomino vs. Gonzalez,Aug 9th 2014,+-002779BCMRadeeefiklllnnorrsttuuyy
Ronny Markes,Thiago Santos,-705,-1000,-750,+435,+540,+660,UFC Fight Night 38: Shogun vs. Henderson,Mar 23rd 2014,+-005667MRSTaaaeghiknnnooorssty
Ronny Markes,Yoel Romero,-125,+135,+153,-115,-200,-155,UFC Fight Night 31: Fight For The Troops III,Nov 6th 2013,+-113555MRRYaeeeklmnnoooorrsy
Ronny Markes,Aaron Simpson,+135,-150,-110,-165,-120,+130,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15th 2012,+-001113AMRSaaeikmnnnnoooprrssy
Ronny Markes,Karlos Vemola,+135,+170,+200,-165,-278,-210,UFC On Versus 5: Hardy vs. Lytle,Aug 14th 2011,+-000122KMRVaaaeekllmnnooorrssy
Rory Markham,Jay Ellis,-600,-735,-700,+450,+475,+500,Adrenaline MMA 1,Jun 14th 2008,+-000057EJMRaaahikllmorrsyy
Rory Markham,Emyr Bussade,NaN,NaN,NaN,NaN,NaN,NaN,IFL: New Blood New Battles,Apr 4th 2008,BEMNNNNRaaaaadehkmmorrrssuyy
Randa Markos,Amanda Ribas,+250,+290,+375,-325,-500,-410,UFC on ESPN+ 28: Lee vs. Oliveira,Mar 14th 2020,+-013457AMRRaaaaaabddikmnnorss
Randa Markos,Ashley Yoder,-215,-215,-115,+165,-115,+165,UFC on ESPN+ 20: Maia vs. Askren,Oct 26th 2019,+-111556AMRYaaaddeehklnoorrssy
Randa Markos,Marina Rodriguez,+120,-105,+118,-160,-140,-125,UFC Fight Night 137: Santos vs. Anders,Sep 22nd 2018,+-111258MMRRaaaaaddegiiknnoorrrsuz
Randa Markos,Jessica Penne,-120,-150,-135,-120,+105,+130,UFC: The Ultimate Fighter 20 Finale,Dec 12th 2014,+-011335JMPRaaaacdeeeiknnnorsss
Nate Marquardt,Tamdan McCrory,+175,+100,+143,-245,-165,-130,UFC Fight Night 96: Lineker vs. Dodson,Oct 1st 2016,+-011334CMMNTaaaaacddemnoqrrrrttuy
Nate Marquardt,Thiago Santos,+235,+260,+309,-315,-395,-345,UFC 198: Werdum vs. Miocic,May 14th 2016,+-033459MNSTaaaaadeghinooqrrstttu
Nate Marquardt,Brad Tavares,-120,-110,+120,-120,-135,-110,UFC 182: Jones vs. Cormier,Jan 3rd 2015,+-001112BMNTaaaaaaddeeqrrrrsttuv
Nate Marquardt,James Te Huna,+150,+145,+180,-190,-200,-175,UFC Fight Night 43: Te Huna vs. Marquardt,Jun 28th 2014,+-011578HJMNTaaaaadeeemnqrrsttuu
Nate Marquardt,Tarec Saffiedine,-412,-420,-310,+328,+274,+300,Strikeforce: Marquardt vs. Saffiedine,Jan 12th 2013,+-000133MNSTaaaaacddeeeeffiinqrrrttu
Nate Marquardt,Tyron Woodley,-125,-115,+104,-105,-130,-110,Strikeforce: Rockhold vs. Kennedy,Jul 14th 2012,+-001114MNTWaaaddeelnoooqrrrttuyy
Nate Marquardt,Dan Miller,-175,-357,-301,+135,+235,+285,UFC 128: Shogun vs. Jones,Mar 19th 2011,+-012358DMMNaaaadeeillnqrrrttu
Nate Marquardt,Yushin Okami,-208,-250,-190,+145,+155,+190,UFC 122: Marquardt vs. Okami,Nov 13th 2010,+-001199MNOYaaaadehiikmnqrrsttuu
Nate Marquardt,Rousimar Palhares,-295,-286,-215,+235,+175,+227,UFC Fight Night 22: Marquardt vs. Palhares,Sep 15th 2010,+-122257MNPRaaaaaadeehilmoqrrrrssttuu
Nate Marquardt,Chael Sonnen,-315,-550,-420,+255,+305,+389,UFC 109: Relentless,Feb 6th 2010,+-023489CMNSaaaadeeehlnnnoqrrttu
Nate Marquardt,Anderson Silva,+155,+125,+140,-190,-180,-145,UFC 73: Stacked,Jul 7th 2007,+-011445AMNSaaaaddeeilnnoqrrrsttuv
Julian Marquez,Darren Stewart,-270,-390,-265,+190,+215,+300,UFC on FOX 26: Lawler vs. Dos Anjos,Dec 16th 2017,+-002356DJMSaaaaeeeilnnqrrrrttuuwz
Julian Marquez,Chris Harris,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 150: Kongo vs. Queiroz,Feb 26th 2016,CHJMNNNNaaaaaehiiilnqrrrrssuuz
Carmelo Marrero,Lew Polley,NaN,NaN,NaN,NaN,NaN,NaN,Bellator Fighting Championship 77,Oct 19th 2012,CLMNNNNPaaaaeeeelllmooorrrrwy
Carmelo Marrero,Seth Petruzelli,-115,-130,-115,-115,-115,+113,Bellator Fighting Championship 68: Sandro Vs. Straus,May 11th 2012,+-111135CMPSaaeeeeehilllmoorrrrrttuz
Carmelo Marrero,Scott Barrett,+155,+160,+167,-205,-210,-200,XFC 14: Resurrection,Oct 21st 2011,+-001267BCMSaaaceeelmooorrrrrrtttt
Carmelo Marrero,Steve Steinbeiss,-325,-325,-325,+265,+245,+265,WEC 36: Faber vs Brown,Nov 5th 2008,+-223556CMSSaabeeeeeeiilmnoorrrrssttv
C.J. Marsh,Taurean Washington,NaN,NaN,NaN,NaN,NaN,NaN,Strikeforce Challengers 9,Jul 23rd 2010,CJMNNNNTWaaaaaaeghhinnnorrsstu
Eliot Marshall,Brandon Vera,+400,+300,+340,-550,-556,-376,UFC 137: Penn vs. Diaz,Oct 29th 2011,+-033467BEMVaaaadehilllnnoorrrst
Eliot Marshall,Chris Davis,NaN,NaN,NaN,NaN,NaN,NaN,Nemesis Fighting: MMA Global Invasion,Dec 13th 2010,CDEMNNNNaaaaahhiiilllorrssstv
Eliot Marshall,Vladimir Matyushenko,+195,+125,+145,-245,-175,-153,UFC on Versus 1: Vera vs. Jones,Mar 21st 2010,+-113455EMMVaaaadehhiiikllllmnoorrssttuy
Doug Marshall,Alexander Shlemenko,+260,+230,+250,-380,-357,-274,Bellator Fighting Championship 109: Shlemenko vs. Marshall,Nov 22nd 2013,+-022457ADMSaaadeeeeghhkllllmnnoorrsux
Doug Marshall,Andreas Spang,+200,+290,+365,-280,-500,-405,Bellator Fighting Championship 89: Dantas vs. Galvao,Feb 14th 2013,+-034556ADMSaaaadegghllnnoprrssu
Doug Marshall,Kala Hose,-130,-120,+100,+100,-130,+104,Bellator Fighting Championship 82,Nov 30th 2012,++000114DHKMaaaaeghllloorssu
Doug Marshall,Giva Santana,+210,+220,+230,-280,-290,-280,Tachi Palace Fights 10: Let the Chips Fall,Aug 5th 2011,+-002238DGMSaaaaaaghillnnorstuv
Doug Marshall,Brian Stann,+120,+135,+160,-150,-185,-166,WEC 33,Mar 26th 2008,+-011666BDMSaaaaghillnnnorrstu
Jack Marshman,Edmen Shahbazyan,+260,+340,+575,-380,-833,-495,UFC 239: Jones vs. Santos,Jul 6th 2019,+-455579EJMSaaaaaabcdehhhkmmnnnrsyz
Jack Marshman,John Phillips,-175,-160,-130,+135,+100,+130,UFC on ESPN+ 5: Till vs. Masvidal,Mar 16th 2019,+-001133JJMPaaachhhiikllmnnoprss
Jack Marshman,Karl Roberson,-185,+250,+295,+145,-430,-316,UFC 230: Cormier vs. Lewis,Nov 3rd 2018,+-123569JKMRaaaabcehklmnnoorrrss
Jack Marshman,Thiago Santos,+130,+130,+150,-170,-189,-152,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017,+-011255JMSTaaaaacghhikmnnoorsst
Jack Marshman,Christopher Jacquelin,-150,-165,-159,+110,+125,+131,Cage Warriors 77: Marshman vs. Jacquelin,Jul 8th 2016,+-111359CJJMaaaacceehhhiiklmnnopqrrrsstu
Jack Marshman,Ali Arish,-140,-140,-134,+100,+100,+106,Cage Warriors 76: Marshman vs. Arish,Jun 4th 2016,+-011346AAJMaaachhiiklmnrrss
Jack Marshman,Che Mills,+235,+225,+237,-315,-305,-293,Cage Warriors 72: Tait vs. Tauru,Sep 13th 2014,+-223379CJMMaaacehhikllmnrss
Jack Marshman,Bola Omoyele,+190,+190,+210,-270,-270,-250,Cage Warriors 69: Super Saturday,Jun 7th 2014,+-001225BJMOaaaaceehkllmmnoorsy
Jack Marshman,Tom Watson,NaN,NaN,NaN,NaN,NaN,NaN,BAMMA 9,Mar 24th 2012,JMNNNNTWaaaaaachkmmnnoorsst
Jack Marshman,Carl Noon,NaN,NaN,NaN,NaN,NaN,NaN,BAMMA 7,Sep 10th 2011,CJMNNNNNaaaaaachklmnnoorrs
Terry Martin,Tim Ruberg,NaN,NaN,NaN,NaN,NaN,NaN,Superior Cage Combat 4: Grove vs. Silva,Feb 16th 2012,MNNNNRTTaaabeegiimnrrrrtuy
Terry Martin,Allen Hope,-850,-800,-800,+450,+400,+400,MFC 31: Rundown,Oct 7th 2011,+-000048AHMTaeeeillnnoprrrty
Terry Martin,Jorge Ortiz,NaN,NaN,NaN,NaN,NaN,NaN,War On The Mainland,Aug 14th 2010,JMNNNNOTaaaeegiinorrrrrttyz
Terry Martin,Julio Paulino,-210,-225,-180,+170,+150,+175,Arena Rumble MMA,Sep 12th 2009,+-011578JMPTaaeiiillnnoorrrtuuy
Terry Martin,Scott Smith,+125,+100,+130,-155,-170,-130,Strikeforce: Destruction,Nov 21st 2008,+-001133MSSTacehiimnorrrtttty
Terry Martin,Daiju Takase,-310,-450,-370,+250,+300,+300,Adrenaline MMA 1,Jun 14th 2008,+-000337DMTTaaaaeeiijknrrrstuy
Anthony Rocco Martin,Sergio Moraes,-210,-240,-200,+160,+160,+206,UFC on ESPN+ 4: Lewis vs. Dos Santos,Mar 9th 2019,+-000226AMMRSaacceeghiinnnooooorrrstty
Anthony Rocco Martin,Jake Matthews,-135,-115,+133,-105,-160,-115,UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018,+-111335AJMMRaaacceehhiknnnooorsttttwy
Mallory Martin,Cynthia Arceo,NaN,NaN,NaN,NaN,NaN,NaN,Invicta FC 38: Porto vs. Rodriguez,Nov 1st 2019,ACMMNNNNaaaaacehiillnnoorrrttyy
Mallory Martin,Ashley Nichols,NaN,NaN,NaN,NaN,NaN,NaN,Invicta FC 31: Jandiroba vs. Morandin,Sep 1st 2018,AMMNNNNNaaaacehhiillllnoorrsstyy
Mallory Martin,Maria Rivera,NaN,NaN,NaN,NaN,NaN,NaN,CES MMA 50: Paiva vs. Ewell,Jun 15th 2018,MMMNNNNRaaaaaaaeiiillnorrrrtvy
Mallory Martin,Linsey Williams,NaN,NaN,NaN,NaN,NaN,NaN,LFA 38: Hughes vs. Greene,Apr 27th 2018,LMMNNNNWaaaaaeiiiillllmnnorrsstyy
Mallory Martin,Tiffany Masters,NaN,NaN,NaN,NaN,NaN,NaN,Invicta FC 27: Kianzad vs. Kaufman,Jan 13th 2018,MMMNNNNTaaaaaaeffiillnnorrrssttyy
Mallory Martin,Sunna Davidsdottir,NaN,NaN,NaN,NaN,NaN,NaN,Invicta FC 22: Evinger vs. Kunitskaya II,Mar 25th 2017,DMMNNNNSaaaaaaddiiillnnnoorrrstttuvy
Michal Martinek,Rodrigo Nascimento,-245,+110,+143,+175,-175,-149,Dana White's Contender Series 22,Jul 30th 2019,+-113449MMNRaaaccdeeghiiiiklmnnooorrstt
Rad Martinez,Shahbulat Shamhalaev,-135,-250,-210,-105,+155,+225,Bellator Fighting Championship 90: Martinez vs. Shamhalaev,Feb 21st 2013,+-012225MRSSaaaaaaabdeehhhhillmnrttuvz
Rad Martinez,Shahbulat Shamhalaev,-170,-165,-135,+140,+105,+135,Bellator Fighting Championship 83,Dec 7th 2012,+-113355MRSSaaaaaaabdeehhhhillmnrttuvz
Rad Martinez,Douglas Frey,-500,-800,-625,+300,+425,+638,Bellator Fighting Championship 62,Mar 23rd 2012,+-235668DFMRaaadeegilnorrstuyz
Rad Martinez,Brian van Hoven,NaN,NaN,NaN,NaN,NaN,NaN,Bellator Fighting Championship 50,Sep 17th 2011,BHMNNNNRaaaaaadeeiinnnnorrtvvz
Danny Martinez,Richie Vaculik,-150,-110,+125,+110,-140,-120,UFC 193: Rousey vs. Holm,Nov 14th 2015,+-011225DMRVaaacceehiiiiklnnnrtuyz
Danny Martinez,Jussier da Silva,NaN,NaN,NaN,NaN,NaN,NaN,Tachi Palace Fights 7: Deck the Halls,Dec 2nd 2010,DJMNNNNSaaaaaadeeiiilnnnrrsstuvyz
Alonzo Martinez,Dan Moret,NaN,NaN,NaN,NaN,NaN,NaN,Victory FC 59: Stots vs. Berdon,Dec 16th 2017,ADMMNNNNaaaaeeilnnnooorrttzz
Alonzo Martinez,Mike Plazola,NaN,NaN,NaN,NaN,NaN,NaN,Victory FC 58: Cochrane vs. Pitolo,Jul 22nd 2017,AMMNNNNPaaaaaeeiiklllnnooortzzz
Alonzo Martinez,Jarred Mercado,NaN,NaN,NaN,NaN,NaN,NaN,Victory FC 47: Smith vs. Neer 2,Jan 29th 2016,AJMMNNNNaaaaacddeeeilnnooorrrrtzz
Alonzo Martinez,Estevan Payan,NaN,NaN,NaN,NaN,NaN,NaN,Strikeforce: Rockhold vs. Jardine,Jan 7th 2012,AEMNNNNPaaaaaaeeilnnnnoorsttvyzz
Alonzo Martinez,Jamie Varner,NaN,NaN,NaN,NaN,NaN,NaN,Titan Fighting Championship 20: Rogers vs. Sanchez,Sep 23rd 2011,AJMNNNNVaaaaaeeeiilmnnnoorrrtzz
Alonzo Martinez,Aaron Derrow,+160,+155,+170,-210,-210,-175,Titan Fighting Championship 17,Mar 25th 2011,+-011577AADMaaeeilnnnoooorrrrtwzz
Alonzo Martinez,Ryan Williams,NaN,NaN,NaN,NaN,NaN,NaN,Adrenaline MMA 4,Sep 13th 2009,AMNNNNRWaaaaaeiiilllmnnnoorstyzz
Alonzo Martinez,Victor Meza,+175,+160,+180,-215,-240,-200,Bellator Fighting Championship 7,May 15th 2009,+-000128AMMVaaceeiilnnooorrttzzz
Alonzo Martinez,Toby Imada,+135,+135,+140,-165,-170,-165,Bellator Fighting Championship 1,Apr 3rd 2009,+-011456AIMTaaabdeilmnnooortyzz
Henry Martinez,Matt Riddle,+245,+280,+328,-315,-500,-365,UFC 143: Condit vs. Diaz,Feb 4th 2012,+-233568HMMRaaddeeeiilnnrrtttyz
Henry Martinez,Wilson Reis,+600,+540,+575,-1100,-900,-750,Bellator Fighting Championship 2,Apr 10th 2009,+-055577HMRWaeeeiiilnnnorrsstyz
Jonathan Martinez,Liu Pingyuan,+205,+150,+186,-285,-224,-175,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019,+-115678JLMPaaaaeghiiinnnnnorttuuyz
Jonathan Martinez,Andre Soukhamthath,+175,+115,+150,-245,-189,-137,UFC Fight Night 138: Volkan vs. Smith,Oct 27th 2018,+-011357AJMSaaaaadeehhhhikmnnnnoorrttttuz
Jonathan Martinez,Matt Schnell,NaN,NaN,NaN,NaN,NaN,NaN,Legacy FC 49: Krantz vs. Morono,Dec 4th 2015,JMMNNNNSaaaaaaceehhillnnnnorttttz
Poppies Martinez,Julio Cesar Neves,+265,+240,+276,-385,-375,-320,Bellator 125: Marshall vs. Manhoef,Sep 19th 2014,+-022367CJMNPaaeeeeeiiilnoopprrssstuvz
Poppies Martinez,Tim McKenzie,NaN,NaN,NaN,NaN,NaN,NaN,Tachi Palace Fights 7: Deck the Halls,Dec 2nd 2010,KMMNNNNPTaaaceeeeiiiimnnopprstzz
Poppies Martinez,David Mitchell,NaN,NaN,NaN,NaN,NaN,NaN,Tachi Palace Fights 5,Jul 9th 2010,DMMNNNNPaaaacdeeehiiiillnopprsttvz
Poppies Martinez,Rolando Torres,NaN,NaN,NaN,NaN,NaN,NaN,Tachi Palace Fights: Most Wanted,Oct 8th 2009,MNNNNPRTaaaadeeeiilnnoooopprrrsstz
Poppies Martinez,Gabe Ruediger,NaN,NaN,NaN,NaN,NaN,NaN,PFC 13: Validation,May 8th 2009,GMNNNNPRaaaabdeeeeegiiinopprrstuz
Andrew Martinez,Phil Collins,NaN,NaN,NaN,NaN,NaN,NaN,Tachi Palace Fights 11: Redemption,Dec 2nd 2011,ACMNNNNPaaadeehiiilllnnnorrstwz
Andrew Martinez,Doug Hunt,NaN,NaN,NaN,NaN,NaN,NaN,Tachi Palace Fights 8: All Or Nothing,Feb 18th 2011,ADHMNNNNaaadeeginnnorrttuuwz
Adriano Martins,Alexandr Shabliy,NaN,NaN,NaN,NaN,NaN,NaN,Fight Nights Global 87: Khachatryan vs. Queally,May 19th 2018,AAMNNNNSaaaaaabddehiiillnnnorrrstxy
Adriano Martins,Leonardo Santos,-280,-230,-187,+240,+165,+180,UFC 204: Bisping vs. Henderson 2,Oct 8th 2016,+-011788ALMSaaaaddeiinnnnoooorrrsstt
Adriano Martins,Juan Manuel Puig,-400,-597,-395,+280,+320,+375,UFC: The Ultimate Fighter 19 Finale,Jul 6th 2014,+-335579AJMMPaaaadegiiilnnnnorrstuuu
Adriano Martins,Keita Nakamura,+300,+300,+300,-500,-500,-450,DREAM 6,Sep 23rd 2008,+-000345AKMNaaaaaadeiiikmnnorrrsttu
Lucas Martins,Robert Whiteford,-150,-135,-106,+110,-115,+105,UFC Fight Night 86: Rothwell vs. Dos Santos,Apr 10th 2016,+-001156LMRWaabcdeefhiinoorrrsstttu
Lucas Martins,Alex White,+115,+144,+165,-155,-200,-172,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014,+-112567ALMWaaceehiilnrssttux
Lucas Martins,Ramiro Hernandez,-265,-120,-110,+185,-125,+100,UFC Fight Night 28: Teixeira vs. Bader,Sep 4th 2013,+-000111HLMRaaaacdeeiimnnnorrrsstuz
Bristol Marunde,Gilbert Smith,+120,+160,+167,-160,-210,-203,RFA 31: Smith vs. Marunde,Oct 9th 2015,+-012367BGMSabdeehiiillmnorrrstttu
Bristol Marunde,Micah Miller,-155,-199,-170,+115,+140,+160,Titan FC 29: Ricci vs. Sotiropoulos,Aug 22nd 2014,+-001167BMMMaacdeehiiilllnorrrstu
Bristol Marunde,Ronaldo Souza,+375,+440,+625,-575,-1100,-750,Strikeforce: Tate vs. Rousey,Mar 3rd 2012,+-025567BMRSaaaddeillnnoooorrstuuz
Bristol Marunde,Jay Silva,NaN,NaN,NaN,NaN,NaN,NaN,Superior Cage Combat 3,Nov 4th 2011,BJMNNNNSaaaaadeiillnorrstuvy
Bristol Marunde,Victor Moreno,NaN,NaN,NaN,NaN,NaN,NaN,Superior Cage Combat 2,Aug 20th 2011,BMMNNNNVaaacdeeiilnnoooorrrrsttu
Mike Massenzio,Karlos Vemola,+135,-135,-125,-165,-111,+118,UFC on FOX 3: Diaz vs. Miller,May 5th 2012,+-111258KMMVaaaeeeiikllmnooorsssz
Mike Massenzio,Rousimar Palhares,+250,+400,+451,-350,-769,-500,UFC 142: Aldo vs. Mendes,Jan 14th 2012,+-001455MMPRaaaaeeehiiiklmnoorrssssuz
Mike Massenzio,Krzysztof Soszynski,+300,+264,+300,-500,-500,-300,UFC 131: Carwin vs. Dos Santos,Jun 11th 2011,+-000033KMMSaeefiiikknnooorssssstyyzzzz
Mike Massenzio,Brian Stann,-125,-220,-167,-105,+120,+180,UFC On Versus 2,Aug 1st 2010,+-011678BMMSaaaeeiiiknnnnorsstz
Mike Massenzio,Drew McFedries,+200,+162,+230,-250,-275,-227,UFC Fight Night 15: Diaz vs Neer,Sep 17th 2008,+-022237DFMMMacdeeeeeiiiknorrssswz
Mike Massenzio,Danillo Villefort,-175,-215,-176,+135,+158,+175,IFL: New Blood New Battles,May 16th 2008,+-115677DMMVaaeeefiiiikllllnnooorsstz
Jameel Massouh,Nick Mamalis,-115,-121,-112,-115,-115,+110,Bellator Fighting Championship 29,Sep 16th 2010,+-011112JMMNaaaaceehiikllmmosssu
